#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 02 18 16 30 190  8.5 99.0  0.60 99.00 99.00 999 1005.0   2.0 999.0 999.0  6.0 99.00
2013 02 18 18 50 190  8.5 99.0  0.60 99.00 99.00 999 1002.6   2.0 999.0 999.0  6.0 99.00
2013 02 18 19 55 190  6.7 99.0  1.50 99.00 99.00 999 1002.3   2.0 999.0 999.0  3.0 99.00
2013 02 19 01 00 270  2.2 99.0  0.90 99.00 99.00 999  998.9   3.0 999.0 999.0  6.0 99.00
2013 02 19 13 30 310  5.4 99.0  0.90 99.00 99.00 999  998.5  -6.0 999.0 999.0  3.0 99.00
2013 02 19 15 55 310  5.4 99.0  0.90 99.00 99.00 999  999.5  -7.0 999.0 999.0  1.0 99.00
2013 02 19 19 10 345  3.6 99.0  0.60 99.00 99.00 999 1005.0  -7.0 999.0 999.0  3.0 99.00
2013 02 19 22 00 320  5.4 99.0  0.60 99.00 99.00 999 1008.7  -8.0 999.0 999.0  6.0 99.00
2013 02 20 13 45 330  3.6 99.0  0.30 99.00 99.00 999 1022.6 -12.0 999.0 999.0  6.0 99.00
2013 02 20 15 50 330  4.5 99.0  0.00 99.00 99.00 999 1022.6  -8.0 999.0 999.0  6.0 99.00
2013 02 20 18 55 320  3.6 99.0  0.30 99.00 99.00 999 1023.9  -7.0 999.0 999.0  6.0 99.00
2013 02 20 21 50 310  2.2 99.0  0.90 99.00 99.00 999 1026.0  -6.0 999.0 999.0  6.0 99.00
2013 02 21 00 55 350  1.3 99.0  0.00 99.00 99.00 999 1027.7  -9.0 999.0 999.0  6.0 99.00
2013 02 21 12 50 310  3.6 99.0  0.00 99.00 99.00 999 1029.7 -11.0 999.0 999.0  6.0 99.00
2013 02 21 15 45  50  2.2 99.0  0.00 99.00 99.00 999 1029.3  -7.0 999.0 999.0  6.0 99.00
2013 02 21 18 40  50  2.7 99.0  0.00 99.00 99.00 999 1029.0  -5.0 999.0 999.0  6.0 99.00
2013 02 21 21 50 360  4.5 99.0  0.30 99.00 99.00 999 1027.3  -5.0 999.0 999.0  6.0 99.00
2013 02 22 18 45 130  6.7 99.0  2.10 99.00 99.00 999 1014.4  -2.0 999.0 999.0  1.0 99.00
2013 02 22 18 50 140  7.6 99.0  2.10 99.00 99.00 999 1015.8  -2.0 999.0 999.0  1.0 99.00
2013 02 22 19 35 140  5.4 99.0 99.00 99.00 99.00 999 1012.4  -2.0 999.0 999.0  3.0 99.00
2013 02 23 01 00 330  0.9 99.0  0.60 99.00 99.00 999 1010.7  -3.0 999.0 999.0  6.0 99.00
2013 02 23 13 00 320  2.2 99.0  0.60 99.00 99.00 999 1009.0  -6.0 999.0 999.0  3.0 99.00
2013 02 23 13 20 300  2.2 99.0  0.60 99.00 99.00 999 9999.0 999.0 999.0 999.0  6.0 99.00
2013 02 23 16 10 300  3.1 99.0  0.60 99.00 99.00 999 1015.8  -4.0 999.0 999.0  3.0 99.00
2013 02 23 19 30 240  3.1 99.0  0.30 99.00 99.00 999 1009.0  -2.0 999.0 999.0  6.0 99.00
2013 02 23 21 45 250  2.2 99.0  0.30 99.00 99.00 999 1009.0  -1.0 999.0 999.0  6.0 99.00
2013 02 24 01 10   0  0.0 99.0  0.60 99.00 99.00 999 1011.1  -3.0 999.0 999.0  6.0 99.00
2013 02 24 13 45 310  3.6 99.0  0.00 99.00 99.00 999 1015.8  -6.0 999.0 999.0  6.0 99.00
2013 02 24 16 05 300  4.5 99.0  0.30 99.00 99.00 999 1016.8  -2.0 999.0 999.0  6.0 99.00
2013 02 24 19 10 330  3.1 99.0  0.60 99.00 99.00 999 1017.5   1.0 999.0 999.0  6.0 99.00
2013 02 24 21 55 320  2.7 99.0  0.60 99.00 99.00 999 1018.2   1.0 999.0 999.0  6.0 99.00
2013 02 25 01 05 270  1.3 99.0  0.60 99.00 99.00 999 1019.5  -3.0 999.0 999.0  6.0 99.00
2013 02 25 13 25 210  1.3 99.0  0.30 99.00 99.00 999 1021.6  -5.0 999.0 999.0  3.0 99.00
2013 02 25 15 50 190  1.8 99.0  0.30 99.00 99.00 999 9999.0  -1.0 999.0 999.0  6.0 99.00
2013 02 25 18 45 160  2.2 99.0 99.00 99.00 99.00 999 1019.9   2.0 999.0 999.0  6.0 99.00
2013 02 25 21 45 180  0.9 99.0  0.00 99.00 99.00 999 1019.2 999.0 999.0 999.0  6.0 99.00
2013 02 26 00 50 180  2.2 99.0 99.00 99.00 99.00 999 1019.2   1.0 999.0 999.0  3.0 99.00
2013 02 26 12 55  80  7.6 99.0  1.20 99.00 99.00 999 1019.2   0.0 999.0 999.0 99.0 99.00
2013 02 26 15 35  70  7.6 99.0  1.50 99.00 99.00 999 1015.8   1.0 999.0 999.0  6.0 99.00
2013 02 26 18 55   5  8.9 99.0  1.20 99.00 99.00 999 1012.4   0.0 999.0 999.0  6.0 99.00
2013 02 26 21 45  50  6.3 99.0  1.20 99.00 99.00 999 1010.7   1.0 999.0 999.0  6.0 99.00
2013 02 27 00 50  55 11.2 99.0  1.20 99.00 99.00 999 1010.7   0.0 999.0 999.0  6.0 99.00
2013 02 27 13 20  40  1.8 99.0  0.60 99.00 99.00 999 9999.0  -2.0 999.0 999.0  0.5 99.00
2013 02 27 16 05  50  4.9 99.0  0.60 99.00 99.00 999 1005.0  -1.0 999.0 999.0  1.0 99.00
2013 02 27 18 55   1  3.6 99.0  0.90 99.00 99.00 999 1005.0  -1.0 999.0 999.0  6.0 99.00
2013 02 27 21 55  50  2.7 99.0  1.20 99.00 99.00 999 1005.3   0.0 999.0 999.0  6.0 99.00
2013 02 28 01 00 325  2.2 99.0  1.20 99.00 99.00 999 1009.0  -1.0 999.0 999.0  6.0 99.00
2013 02 28 16 25 330  5.4 99.0  0.60 99.00 99.00 999 1014.4  -1.0 999.0 999.0  6.0 99.00
2013 02 28 18 55  30  4.5 99.0  0.60 99.00 99.00 999 1015.1  -2.0 999.0 999.0  6.0 99.00
2013 03 01 01 05 360  2.7 99.0  0.30 99.00 99.00 999 1019.2  -4.0 999.0 999.0  6.0 99.00
2013 03 01 15 55 355  4.5 99.0  0.30 99.00 99.00 999 1023.2  -6.0 999.0 999.0  6.0 99.00
2013 03 01 18 45  80  2.2 99.0  0.30 99.00 99.00 999 1023.2  -4.0 999.0 999.0  6.0 99.00
2013 03 01 21 50  10  2.2 99.0 99.00 99.00 99.00 999 1022.6  -3.0 999.0 999.0  6.0 99.00
2013 03 02 00 45   4  2.2 99.0  0.00 99.00 99.00 999 1023.2  -7.0 999.0 999.0  6.0 99.00
2013 03 02 12 45 280  2.2 99.0 99.00 99.00 99.00 999 1023.2 -11.0 999.0 999.0  6.0 99.00
2013 03 02 15 45 310  1.8 99.0 99.00 99.00 99.00 999 1022.6  -7.0 999.0 999.0  6.0 99.00
2013 03 02 18 55  10  4.5 99.0  0.00 99.00 99.00 999 1022.6  -3.0 999.0 999.0  6.0 99.00
2013 03 02 22 00  60  2.2 99.0  0.00 99.00 99.00 999 1022.6  -2.0 999.0 999.0  6.0 99.00
2013 03 03 00 55  40  2.2 99.0  0.00 99.00 99.00 999 1022.6  -7.0 999.0 999.0  6.0 99.00
2013 03 03 12 45 300  4.5 99.0  0.00 99.00 99.00 999 1020.2 -15.0 999.0 999.0  6.0 99.00
2013 03 03 15 45 315  3.6 99.0  0.00 99.00 99.00 999 1019.9  -7.0 999.0 999.0  6.0 99.00
2013 03 03 19 05  15  2.2 99.0  0.30 99.00 99.00 999 1018.8  -3.0 999.0 999.0  6.0 99.00
2013 03 03 21 45  60  1.8 99.0  0.00 99.00 99.00 999 1018.5  -4.0 999.0 999.0  6.0 99.00
2013 03 04 00 55 310  2.2 99.0 99.00 99.00 99.00 999 1019.2  -8.0 999.0 999.0  0.3 99.00
2013 03 04 12 55 310  3.1 99.0  0.00 99.00 99.00 999 1019.2 -14.0 999.0 999.0  1.0 99.00
2013 03 04 15 50 300  1.8 99.0  0.30 99.00 99.00 999 1021.6 999.0 999.0 999.0  6.0 99.00
2013 03 04 19 00  65  4.0 99.0  0.60 99.00 99.00 999 1020.5  -3.0 999.0 999.0  6.0 99.00
2013 03 04 22 00  45  3.6 99.0  0.60 99.00 99.00 999 1020.2  -3.0 999.0 999.0  6.0 99.00
2013 03 05 00 55  60  5.4 99.0  0.60 99.00 99.00 999 1019.2  -3.0 999.0 999.0  6.0 99.00
2013 03 05 13 16  90  7.6 99.0  0.60 99.00 99.00 999 1018.5  -2.0 999.0 999.0  6.0 99.00
2013 03 05 16 05  90  7.2 99.0  0.60 99.00 99.00 999 1018.2  -2.0 999.0 999.0  6.0 99.00
2013 03 05 19 10   4  6.7 99.0  0.90 99.00 99.00 999 1017.2  -1.0 999.0 999.0  6.0 99.00
2013 03 05 22 00   4  4.9 99.0  0.90 99.00 99.00 999 1015.5  -2.0 999.0 999.0  6.0 99.00
2013 03 06 13 11 350  2.2 99.0  0.30 99.00 99.00 999 1022.6  -1.0 999.0 999.0  6.0 99.00
2013 03 06 15 50 350  3.1 99.0 99.00 99.00 99.00 999 1022.9   0.0 999.0 999.0  6.0 99.00
2013 03 06 18 50 360  2.2 99.0  0.30 99.00 99.00 999 1022.6   1.0 999.0 999.0  3.0 99.00
2013 03 07 00 55  25  0.9 99.0  0.30 99.00 99.00 999 1024.3  -1.0 999.0 999.0  6.0 99.00
2013 03 07 12 50 310  2.7 99.0  0.30 99.00 99.00 999 1027.3 -11.0 999.0 999.0  6.0 99.00
2013 03 07 15 50 310  3.1 99.0  0.00 99.00 99.00 999 1029.0  -3.0 999.0 999.0  6.0 99.00
2013 03 07 18 55 295  2.2 99.0  0.30 99.00 99.00 999 1029.3   0.0 999.0 999.0  6.0 99.00
2013 03 07 21 55  90  3.6 99.0  0.30 99.00 99.00 999 1029.3  -3.0 999.0 999.0  6.0 99.00
2013 03 08 00 55  20  0.9 99.0  0.00 99.00 99.00 999 1029.3  -4.0 999.0 999.0  6.0 99.00
2013 03 08 12 55 315  2.2 99.0  0.00 99.00 99.00 999 1031.4  -5.0 999.0 999.0  6.0 99.00
2013 03 08 18 55  12 14.3 99.0  0.00 99.00 99.00 999 1031.0 999.0 999.0 999.0  6.0 99.00
2013 03 09 01 40 195  4.5 99.0  0.30 99.00 99.00 999 1024.3  -1.0 999.0 999.0  6.0 99.00
2013 03 09 13 00 180  4.9 99.0  0.90 99.00 99.00 999 1023.2   1.0 999.0 999.0  6.0 99.00
2013 03 09 16 00 180  6.7 99.0  0.90 99.00 99.00 999 1021.9   2.0 999.0 999.0  6.0 99.00
2013 03 09 18 55 180  4.9 99.0  0.90 99.00 99.00 999 1018.8   2.0 999.0 999.0  6.0 99.00
2013 03 09 22 00  15 16.1 99.0  1.20 99.00 99.00 999 1015.8 999.0 999.0 999.0  6.0 99.00
2013 03 10 00 55 150  8.0 99.0  1.20 99.00 99.00 999 1013.8   2.0 999.0 999.0  3.0 99.00
2013 03 10 12 20 200  2.2 99.0  0.60 99.00 99.00 999 1009.0   2.0 999.0 999.0  3.0 99.00
2013 03 10 15 30 340  2.2 99.0  0.60 99.00 99.00 999 1010.0   3.0 999.0 999.0  3.0 99.00
2013 03 10 17 50 360  2.2 99.0  0.30 99.00 99.00 999 1011.1   3.0 999.0 999.0  3.0 99.00
2013 03 10 21 00  30  4.5 99.0  0.30 99.00 99.00 999 1011.1   2.0 999.0 999.0  6.0 99.00
2013 03 11 11 55 320  2.2 99.0  0.30 99.00 99.00 999 1000.9   1.0 999.0 999.0  1.0 99.00
2013 03 11 14 55 330  4.5 99.0  0.00 99.00 99.00 999  998.9   1.0 999.0 999.0  6.0 99.00
2013 03 11 17 40 320  3.1 99.0  0.30 99.00 99.00 999 1000.9   2.0 999.0 999.0  6.0 99.00
2013 03 11 20 45 330  2.7 99.0  0.30 99.00 99.00 999  998.9   1.0 999.0 999.0  6.0 99.00
2013 03 12 00 00  30  2.7 99.0 99.00 99.00 99.00 999 1000.2   1.0 999.0 999.0  3.0 99.00
2013 03 12 11 56 300  3.6 99.0  0.00 99.00 99.00 999 9999.0  -4.0 999.0 999.0  6.0 99.00
2013 03 12 14 55 230  1.8 99.0  0.00 99.00 99.00 999 1007.3  -3.0 999.0 999.0  6.0 99.00
2013 03 12 17 55 305  3.6 99.0  0.30 99.00 99.00 999 1008.4  -2.0 999.0 999.0  6.0 99.00
2013 03 12 20 50 300  4.9 99.0  0.00 99.00 99.00 999 1009.0  -1.0 999.0 999.0  6.0 99.00
2013 03 13 11 45 310  4.5 99.0  0.60 99.00 99.00 999 1015.8  -7.0 999.0 999.0  6.0 99.00
2013 03 13 14 50 300  4.9 99.0  0.60 99.00 99.00 999 1019.2  -5.0 999.0 999.0  6.0 99.00
2013 03 13 17 55 340  4.5 99.0  0.90 99.00 99.00 999 1020.2  -1.0 999.0 999.0  6.0 99.00
2013 03 14 00 15 290  0.9 99.0  0.00 99.00 99.00 999 1022.6  -2.0 999.0 999.0  6.0 99.00
2013 03 14 17 55 180  6.7 99.0 99.00 99.00 99.00 999 1022.6  -1.0 999.0 999.0  6.0 99.00
2013 03 14 21 15 180  5.4 99.0  0.60 99.00 99.00 999 1020.5   0.0 999.0 999.0  3.0 99.00
2013 03 15 00 00 210  2.2 99.0  0.60 99.00 99.00 999 1018.8  -1.0 999.0 999.0  6.0 99.00
2013 03 15 14 55 360  2.2 99.0  0.30 99.00 99.00 999 1014.1  -1.0 999.0 999.0  6.0 99.00
2013 03 15 17 35  60  5.8 99.0  0.00 99.00 99.00 999 1014.4   1.0 999.0 999.0  6.0 99.00
2013 03 15 20 45  60  8.0 99.0  0.30 99.00 99.00 999 1015.8  -1.0 999.0 999.0  6.0 99.00
2013 03 16 00 10  40  4.9 99.0  0.90 99.00 99.00 999 1014.1  -3.0 999.0 999.0  0.5 99.00
2013 03 16 11 35 360  1.3 99.0  0.30 99.00 99.00 999 1013.8  -8.0 999.0 999.0  3.0 99.00
2013 03 16 14 35 320  2.7 99.0  0.30 99.00 99.00 999 1015.5  -7.0 999.0 999.0  6.0 99.00
2013 03 16 18 00 360  2.2 99.0  0.30 99.00 99.00 999 1016.5  -3.0 999.0 999.0  6.0 99.00
2013 03 16 20 35 270  2.2 99.0  0.30 99.00 99.00 999 1015.8  -3.0 999.0 999.0  6.0 99.00
2013 03 16 23 35 210  2.2 99.0  0.00 99.00 99.00 999 1015.5  -4.0 999.0 999.0  3.0 99.00
2013 03 17 11 55 310  2.7 99.0  0.00 99.00 99.00 999 1022.9 -12.0 999.0 999.0  6.0 99.00
2013 03 17 14 55 330  2.7 99.0  0.00 99.00 99.00 999 1016.8  -8.0 999.0 999.0  6.0 99.00
2013 03 17 17 35 111  3.1 99.0  0.00 99.00 99.00 999 1026.0  -5.0 999.0 999.0  6.0 99.00
2013 03 17 20 50 125  2.2 99.0  0.30 99.00 99.00 999 1023.2  -4.0 999.0 999.0  6.0 99.00
2013 03 17 23 35  60  4.0 99.0  0.30 99.00 99.00 999 1022.6  -5.0 999.0 999.0  6.0 99.00
2013 03 18 02 40 100  6.3 99.0  0.60 99.00 99.00 999 1021.9  -3.0 999.0 999.0  3.0 99.00
2013 03 18 12 01 125  8.9 99.0  0.90 99.00 99.00 999 1013.8  -3.0 999.0 999.0  6.0 99.00
2013 03 18 15 05 120  8.9 99.0  1.50 99.00 99.00 999 1009.4  -2.0 999.0 999.0  6.0 99.00
2013 03 18 18 15  50  2.2 99.0  0.60 99.00 99.00 999 1005.3  -2.0 999.0 999.0  6.0 99.00
2013 03 19 01 20 210  2.7 99.0  0.30 99.00 99.00 999  999.9  -2.0 999.0 999.0  6.0 99.00
2013 03 19 12 11 270  3.1 99.0  0.30 99.00 99.00 999 1001.9  -8.0 999.0 999.0  6.0 99.00
2013 03 19 15 00 310  6.3 99.0  0.30 99.00 99.00 999 1002.9  -8.0 999.0 999.0  6.0 99.00
2013 03 19 18 15  90  6.7 99.0  1.20 99.00 99.00 999 1013.1  -4.0 999.0 999.0  3.0 99.00
2013 03 19 20 55 300  6.3 99.0  0.60 99.00 99.00 999 1006.7  -1.0 999.0 999.0  6.0 99.00
2013 03 20 00 00 290  4.5 99.0  0.90 99.00 99.00 999 1010.0  -3.0 999.0 999.0  6.0 99.00
2013 03 20 12 06 230  4.5 99.0  0.60 99.00 99.00 999 1013.1 -12.0 999.0 999.0  6.0 99.00
2013 03 20 14 45 310  6.3 99.0  0.30 99.00 99.00 999 1013.8  -9.0 999.0 999.0  6.0 99.00
2013 03 20 17 45 300  4.5 99.0  0.30 99.00 99.00 999 1012.4  -5.0 999.0 999.0  6.0 99.00
2013 03 20 20 55 310  4.5 99.0 99.00 99.00 99.00 999 1012.8  -4.0 999.0 999.0 99.0 99.00
2013 03 20 23 55 325  2.2 99.0  0.30 99.00 99.00 999 1014.1  -5.0 999.0 999.0  6.0 99.00
2013 03 21 11 50 310  6.3 99.0  0.00 99.00 99.00 999 1014.8 -10.0 999.0 999.0  6.0 99.00
2013 03 21 15 05 340  4.9 99.0 99.00 99.00 99.00 999 1009.0  -3.0 999.0 999.0  6.0 99.00
2013 03 21 18 10 300  6.3 99.0  0.00 99.00 99.00 999 1012.4  -2.0 999.0 999.0  6.0 99.00
2013 03 21 20 50 310  3.1 99.0  0.30 99.00 99.00 999 1014.4  -2.0 999.0 999.0  6.0 99.00
2013 03 21 23 50 320  1.8 99.0  0.00 99.00 99.00 999 1014.4  -2.0 999.0 999.0  6.0 99.00
2013 03 22 12 26 310  4.5 99.0  0.00 99.00 99.00 999 1011.4  -9.0 999.0 999.0  6.0 99.00
2013 03 22 15 00 320  4.5 99.0  0.30 99.00 99.00 999 1015.8  -6.0 999.0 999.0  3.0 99.00
2013 03 22 17 55 320  4.5 99.0  0.30 99.00 99.00 999 1019.2   0.0 999.0 999.0  6.0 99.00
2013 03 23 00 00 300  1.8 99.0  0.30 99.00 99.00 999 1016.8   0.0 999.0 999.0  6.0 99.00
2013 03 23 12 15 320  1.8 99.0  0.00 99.00 99.00 999 1019.2  -3.0 999.0 999.0  3.0 99.00
2013 03 23 15 10 300  3.1 99.0  0.30 99.00 99.00 999 1020.5  -1.0 999.0 999.0  6.0 99.00
2013 03 23 18 30 310  3.1 99.0  0.30 99.00 99.00 999 1020.9   1.0 999.0 999.0  6.0 99.00
2013 03 23 21 05 350  1.8 99.0  0.30 99.00 99.00 999 1020.2   1.0 999.0 999.0  6.0 99.00
2013 03 24 00 20  40  1.3 99.0  0.30 99.00 99.00 999 1019.2   0.0 999.0 999.0  6.0 99.00
2013 03 24 13 05 360  4.0 99.0  0.30 99.00 99.00 999 1017.5 999.0 999.0 999.0  6.0 99.00
2013 03 24 15 10  30  1.8 99.0  0.60 99.00 99.00 999 1016.5  -1.0 999.0 999.0  6.0 99.00
2013 03 24 18 40  40  6.3 99.0  0.30 99.00 99.00 999 1014.1   1.0 999.0 999.0  6.0 99.00
2013 03 24 21 00  50  4.5 99.0  0.30 99.00 99.00 999 1012.1   1.0 999.0 999.0  6.0 99.00
2013 03 25 00 10 350  4.5 99.0  0.90 99.00 99.00 999 1012.4  -1.0 999.0 999.0  3.0 99.00
2013 03 25 14 55  50  4.5 99.0  0.60 99.00 99.00 999 1005.6  -1.0 999.0 999.0  6.0 99.00
2013 03 25 17 50 330  3.6 99.0  0.00 99.00 99.00 999  988.7   1.0 999.0 999.0  6.0 99.00
2013 03 25 20 45 360  4.5 99.0  0.30 99.00 99.00 999 9999.0   3.0 999.0 999.0  6.0 99.00
2013 03 25 23 40   4  4.5 99.0  0.30 99.00 99.00 999 9999.0   1.0 999.0 999.0  6.0 99.00
2013 03 25 23 55 350  3.6 99.0  0.00 99.00 99.00 999 9999.0   1.0 999.0 999.0  6.0 99.00
2013 03 26 11 35 320  3.1 99.0  0.30 99.00 99.00 999 9999.0  -1.0 999.0 999.0  6.0 99.00
2013 03 26 14 50 340  3.6 99.0  0.30 99.00 99.00 999 9999.0   1.0 999.0 999.0  6.0 99.00
2013 03 26 17 55 330  2.2 99.0 99.00 99.00 99.00 999 9999.0   4.0 999.0 999.0  6.0 99.00
2013 03 26 20 55 340  1.8 99.0  0.30 99.00 99.00 999 9999.0   3.0 999.0 999.0 99.0 99.00
2013 03 26 23 50 330  1.8 99.0  0.30 99.00 99.00 999 9999.0   2.0 999.0 999.0  6.0 99.00
2013 03 27 12 35 310  4.5 99.0  0.30 99.00 99.00 999 9999.0  -2.0 999.0 999.0  6.0 99.00
2013 03 27 17 55 310  5.4 99.0  0.60 99.00 99.00 999 1023.6   6.0 999.0 999.0  6.0 99.00
2013 03 27 21 00 300  4.5 99.0  0.60 99.00 99.00 999 1023.2   7.0 999.0 999.0  6.0 99.00
2013 03 28 00 10 300  0.9 99.0  0.30 99.00 99.00 999 1022.9   4.0 999.0 999.0  6.0 99.00
2013 03 28 11 55 300  2.7 99.0  0.30 99.00 99.00 999 1025.6  -4.0 999.0 999.0  6.0 99.00
2013 03 28 15 55 310  4.0 99.0  0.30 99.00 99.00 999 1025.6 999.0 999.0 999.0  6.0 99.00
2013 03 28 17 55 310  3.6 99.0  0.30 99.00 99.00 999 1025.6   7.0 999.0 999.0  6.0 99.00
2013 03 29 11 50 310  3.1 99.0  0.30 99.00 99.00 999 1025.6  -4.0 999.0 999.0  6.0 99.00
2013 03 29 15 05  70  2.7 99.0  0.00 99.00 99.00 999 1025.6   5.0 999.0 999.0  6.0 99.00
2013 03 29 18 05 150  1.8 99.0  0.00 99.00 99.00 999 1025.6   4.0 999.0 999.0  6.0 99.00
2013 03 29 20 55 180  2.7 99.0  0.30 99.00 99.00 999 1024.6   3.0 999.0 999.0  6.0 99.00
2013 03 29 23 55 180  2.2 99.0  0.30 99.00 99.00 999 1023.2   3.0 999.0 999.0  6.0 99.00
2013 03 30 14 50 170  5.4 99.0  0.60 99.00 99.00 999 1017.2   2.0 999.0 999.0  6.0 99.00
2013 03 30 17 40 210  6.7 99.0  0.90 99.00 99.00 999 1016.1   3.0 999.0 999.0  6.0 99.00
2013 03 30 21 00 160  6.7 99.0 99.00 99.00 99.00 999 1012.4   2.0 999.0 999.0  6.0 99.00
2013 03 31 00 00 205  6.3 99.0  1.20 99.00 99.00 999 1011.1   3.0 999.0 999.0 99.0 99.00
2013 03 31 11 45 300  4.0 99.0  0.30 99.00 99.00 999 1005.3   1.0 999.0 999.0  6.0 99.00
2013 03 31 15 00 270  4.5 99.0  0.30 99.00 99.00 999 1004.6   2.0 999.0 999.0  6.0 99.00
2013 03 31 17 50 242  5.8 99.0  0.30 99.00 99.00 999 1002.3   6.0 999.0 999.0  6.0 99.00
2013 03 31 20 35 270  2.2 99.0  0.00 99.00 99.00 999  998.9   6.0 999.0 999.0  6.0 99.00
2013 03 31 23 45 345  1.8 99.0  0.00 99.00 99.00 999 1006.0   3.0 999.0 999.0  6.0 99.00
2013 04 01 11 40 210  1.3 99.0  0.00 99.00 99.00 999 1015.8  -6.0 999.0 999.0  6.0 99.00
2013 04 01 15 00 300  4.0 99.0  0.60 99.00 99.00 999 1019.2  -4.0 999.0 999.0  6.0 99.00
2013 04 01 21 30 310  4.9 99.0  0.30 99.00 99.00 999 1019.2   1.0 999.0 999.0 99.0 99.00
2013 04 02 12 05 305  3.6 99.0  0.30 99.00 99.00 999 1020.5  -5.0 999.0 999.0  6.0 99.00
2013 04 02 15 00 325  4.5 99.0  0.60 99.00 99.00 999 1021.9   0.0 999.0 999.0  6.0 99.00
2013 04 02 18 00 310  4.5 99.0  0.30 99.00 99.00 999 1025.6   1.0 999.0 999.0  6.0 99.00
2013 04 02 21 00 310  4.5 99.0  0.60 99.00 99.00 999 1021.9   3.0 999.0 999.0  6.0 99.00
2013 04 03 00 15 340  1.8 99.0  0.30 99.00 99.00 999 1022.6   1.0 999.0 999.0  6.0 99.00
2013 04 03 11 40 310  2.2 99.0  0.30 99.00 99.00 999 1027.7  -7.0 999.0 999.0  6.0 99.00
2013 04 03 17 55 240  4.0 99.0  0.00 99.00 99.00 999 1029.3   2.0 999.0 999.0  6.0 99.00
2013 04 03 21 00 125  4.5 99.0  0.30 99.00 99.00 999 1028.3   2.0 999.0 999.0  6.0 99.00
2013 04 03 23 45 190  6.3 99.0  0.60 99.00 99.00 999 1026.6   0.0 999.0 999.0  6.0 99.00
2013 04 04 11 45 200  4.0 99.0  0.90 99.00 99.00 999 1017.8   0.0 999.0 999.0  6.0 99.00
2013 04 04 15 00 230  4.5 99.0  0.00 99.00 99.00 999 1015.8   7.0 999.0 999.0  6.0 99.00
2013 04 04 17 40 280  4.5 99.0  0.60 99.00 99.00 999 1014.4   8.0 999.0 999.0  3.0 99.00
2013 04 04 23 50 290  1.8 99.0  0.30 99.00 99.00 999 1013.8   8.0 999.0 999.0  6.0 99.00
2013 04 05 11 55 330  1.8 99.0  0.00 99.00 99.00 999 1022.2  -3.0 999.0 999.0  6.0 99.00
2013 04 05 19 10 110  4.0 99.0  0.60 99.00 99.00 999 1023.6   2.0 999.0 999.0  6.0 99.00
2013 04 05 21 00 130  3.1 99.0  0.60 99.00 99.00 999 1023.2   1.0 999.0 999.0  6.0 99.00
2013 04 05 23 55 150  4.0 99.0  0.90 99.00 99.00 999 1022.9   1.0 999.0 999.0  6.0 99.00
2013 04 06 12 05 125  7.2 99.0  1.20 99.00 99.00 999 1018.8   0.0 999.0 999.0  6.0 99.00
2013 04 06 14 55 140 10.3 99.0  1.50 99.00 99.00 999 1015.1   2.0 999.0 999.0  6.0 99.00
2013 04 07 00 30 112  4.5 99.0  0.90 99.00 99.00 999 1001.6   4.0 999.0 999.0  6.0 99.00
2013 04 07 12 10 290  4.9 99.0  0.30 99.00 99.00 999 1006.0   2.0 999.0 999.0  6.0 99.00
2013 04 07 14 55 320  4.5 99.0  0.30 99.00 99.00 999 1009.0   4.0 999.0 999.0  6.0 99.00
2013 04 07 17 55 270  4.0 99.0  0.30 99.00 99.00 999 1012.4   6.0 999.0 999.0  6.0 99.00
2013 04 07 21 05 120  1.3 99.0  0.30 99.00 99.00 999 1013.4   8.0 999.0 999.0  6.0 99.00
2013 04 08 00 10 120  3.6 99.0  0.90 99.00 99.00 999 1014.1   2.0 999.0 999.0  6.0 99.00
2013 04 08 17 45   5  3.6 99.0  0.60 99.00 99.00 999 1008.7   2.0 999.0 999.0  6.0 99.00
2013 04 08 20 45  35  2.7 99.0  0.30 99.00 99.00 999 1009.7   3.0 999.0 999.0  6.0 99.00
2013 04 09 00 00 350  0.9 99.0 99.00 99.00 99.00 999 1012.4   3.0 999.0 999.0  6.0 99.00
2013 04 09 12 16   0  0.0 99.0 99.00 99.00 99.00 999 1018.8   2.0 999.0 999.0  3.0 99.00
2013 04 09 14 50  30  2.2 99.0  0.30 99.00 99.00 999 1017.5   3.0 999.0 999.0  3.0 99.00
2013 04 09 17 50  40  5.4 99.0  0.60 99.00 99.00 999 1015.8   2.0 999.0 999.0  1.0 99.00
2013 04 09 20 35   4  4.0 99.0  0.60 99.00 99.00 999 1017.2   3.0 999.0 999.0  6.0 99.00
2013 04 09 23 50 350  2.7 99.0  0.60 99.00 99.00 999 1017.2   2.0 999.0 999.0  6.0 99.00
2013 04 10 11 40  50  5.4 99.0  0.30 99.00 99.00 999 1017.5  -1.0 999.0 999.0 99.0 99.00
2013 04 10 15 10   3  4.5 99.0  0.90 99.00 99.00 999 1018.5   1.0 999.0 999.0  6.0 99.00
2013 04 10 23 50  25  3.1 99.0  0.60 99.00 99.00 999 1042.9   3.0 999.0 999.0  6.0 99.00
2013 04 11 12 06  60  9.4 99.0  1.20 99.00 99.00 999 1014.4   2.0 999.0 999.0  6.0 99.00
