#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 09 18 45  30  4.5 99.0  0.30 99.00 99.00 999 9999.0 -16.1 999.0 999.0  6.0 99.00
2015 01 09 21 50 280  4.5 99.0  0.30 99.00 99.00 999 1022.6 -16.7 999.0 999.0  6.0 99.00
2015 01 10 13 10 210  1.8 99.0  0.00 99.00 99.00 999 1023.6 -19.4 999.0 999.0  6.0 99.00
2015 01 10 15 55 210  4.0 99.0  0.00 99.00 99.00 999 1024.3 -15.6 999.0 999.0  6.0 99.00
2015 01 10 19 10 240  4.5 99.0  0.30 99.00 99.00 999 1026.0 -12.8 999.0 999.0  6.0 99.00
2015 01 10 21 50 260  2.2 99.0  0.10 99.00 99.00 999 1024.3 -12.8 999.0 999.0  6.0 99.00
2015 01 11 01 00  23  2.7 99.0  0.00 99.00 99.00 999 9999.0 -10.6 999.0 999.0  6.0 99.00
2015 01 11 13 10 280  0.9 99.0  0.00 99.00 99.00 999 1022.9  -7.2 999.0 999.0  6.0 99.00
2015 01 11 15 55 280  0.9 99.0  0.00 99.00 99.00 999 1022.9  -7.2 999.0 999.0  6.0 99.00
2015 01 11 18 55 320  2.7 99.0  0.00 99.00 99.00 999 1022.2  -5.6 999.0 999.0  6.0 99.00
2015 01 11 22 05 310  0.9 99.0  0.30 99.00 99.00 999 1022.6  -6.1 999.0 999.0  6.0 99.00
2015 01 12 12 45  35  4.0 99.0  0.30 99.00 99.00 999 9999.0 -15.0 999.0 999.0  3.0 99.00
2015 01 12 19 00  10  4.0 99.0  0.30 99.00 99.00 999 1034.8  -8.9   1.0 999.0  6.0 99.00
2015 01 12 21 50 360  2.7 99.0  0.30 99.00 99.00 999 1036.1 -11.1 999.0 999.0  3.0 99.00
2015 01 13 00 50 330  1.3 99.0  0.00 99.00 99.00 999 1040.2 -14.4 999.0 999.0  6.0 99.00
2015 01 13 12 35 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 -13.9 999.0 999.0 99.0 99.00
2015 01 13 15 50 320  3.6 99.0  0.30 99.00 99.00 999 1040.9 -12.8 999.0 999.0  6.0 99.00
2015 01 13 18 55 270  3.1 99.0  0.30 99.00 99.00 999 1038.8  -8.9   0.0 999.0  1.0 99.00
2015 01 14 00 50 290  2.2 99.0  0.30 99.00 99.00 999 1034.8 -12.2 999.0 999.0  6.0 99.00
2015 01 14 13 00 220  1.8 99.0  0.30 99.00 99.00 999 1025.3 -12.2 999.0 999.0  6.0 99.00
2015 01 14 16 45 300  4.5 99.0  0.00 99.00 99.00 999 1025.6  -9.4 999.0 999.0  1.0 99.00
2015 01 14 17 25 310  2.7 99.0  0.30 99.00 99.00 999 1023.2  -8.9 999.0 999.0  6.0 99.00
2015 01 14 18 50 300  3.6 99.0  0.30 99.00 99.00 999 1023.2  -8.9 999.0 999.0  6.0 99.00
2015 01 14 21 50 270  1.8 99.0 99.00 99.00 99.00 999 1022.6  -8.9 999.0 999.0  6.0 99.00
2015 01 15 00 50 270  2.2 99.0  0.30 99.00 99.00 999 1022.6  -8.3 999.0 999.0  6.0 99.00
2015 01 15 13 25 220  4.0 99.0  0.30 99.00 99.00 999 1012.4  -5.6 999.0 999.0  6.0 99.00
2015 01 15 15 45 230  2.7 99.0  0.30 99.00 99.00 999 1012.4  -4.4 999.0 999.0  6.0 99.00
2015 01 15 18 50  30  2.2 99.0  0.30 99.00 99.00 999 1009.0  -1.1 999.0 999.0  6.0 99.00
2015 01 15 21 50 270  2.2 99.0  0.30 99.00 99.00 999 9999.0   0.6 999.0 999.0  6.0 99.00
2015 01 16 00 50 290  2.2 99.0  0.60 99.00 99.00 999 9999.0  -0.6 999.0 999.0  6.0 99.00
2015 01 16 13 00 320  1.8 99.0  0.30 99.00 99.00 999 1022.6 -10.0 999.0 999.0  6.0 99.00
2015 01 17 21 55 220  2.2 99.0  0.30 99.00 99.00 999  998.2   3.3 999.0 999.0  6.0 99.00
2015 01 18 00 45 330  1.8 99.0  0.60 99.00 99.00 999  998.2   3.3 999.0 999.0  6.0 99.00
2015 01 18 13 40 310  4.5 99.0  0.30 99.00 99.00 999 1005.0   0.6 999.0 999.0  6.0 99.00
2015 01 18 15 50 330  2.2 99.0  0.30 99.00 99.00 999 1005.6   1.1 999.0 999.0  6.0 99.00
2015 01 18 18 50 310  4.5 99.0  0.30 99.00 99.00 999 1007.3  -3.3 999.0 999.0  6.0 99.00
2015 01 18 21 50 280  2.2 99.0  0.00 99.00 99.00 999 1009.0   2.2 999.0 999.0  6.0 99.00
2015 01 19 00 45 310  2.7 99.0 99.00 99.00 99.00 999 1011.7   1.7 999.0 999.0  0.3 99.00
2015 01 19 13 05 310  2.7 99.0  0.00 99.00 99.00 999 1017.8  -5.0 999.0 999.0  6.0 99.00
2015 01 19 18 50   4  2.2 99.0  0.30 99.00 99.00 999 1019.2  -3.9 999.0 999.0  6.0 99.00
2015 01 19 21 50   3  1.3 99.0  0.30 99.00 99.00 999 1019.2  -4.4 999.0 999.0  6.0 99.00
2015 01 20 01 05 350  1.3 99.0  0.30 99.00 99.00 999 1015.8  -5.0 999.0 999.0  0.3 99.00
2015 01 20 12 55  40  2.7 99.0  0.30 99.00 99.00 999 1015.8  -3.3 999.0 999.0  6.0 99.00
2015 01 20 15 50 320  1.8 99.0  0.00 99.00 99.00 999 1016.5  -4.4 999.0 999.0  6.0 99.00
2015 01 20 19 15  10  2.2 99.0  0.00 99.00 99.00 999 1016.5  -4.4 999.0 999.0  6.0 99.00
2015 01 20 22 25 360  0.9 99.0  0.30 99.00 99.00 999 1022.6  -5.0 999.0 999.0  6.0 99.00
2015 01 21 12 50 320  1.8 99.0  0.00 99.00 99.00 999 1017.5  -6.7 999.0 999.0  3.0 99.00
2015 01 21 15 50  40  1.3 99.0  0.00 99.00 99.00 999 1019.9  -5.0 999.0 999.0  6.0 99.00
2015 01 21 18 55 330  2.7 99.0  0.30 99.00 99.00 999 1019.5  -2.2 999.0 999.0  6.0 99.00
2015 01 21 21 55 320  3.1 99.0  0.00 99.00 99.00 999 1021.2  -4.4 999.0 999.0  6.0 99.00
2015 01 22 00 50 310  1.8 99.0 99.00 99.00 99.00 999 1022.6  -8.3 999.0 999.0  0.3 99.00
2015 01 22 12 45 320  0.9 99.0  0.30 99.00 99.00 999 1026.0  -3.9 999.0 999.0  3.0 99.00
2015 01 22 16 00 310  2.7 99.0  0.30 99.00 99.00 999 1029.3  -1.1 999.0 999.0  3.0 99.00
2015 01 22 19 00 270  2.7 99.0 99.00 99.00 99.00 999 1028.7   0.0 999.0 999.0  6.0 99.00
2015 01 23 02 35 210  2.2 99.0 99.00 99.00 99.00 999 1024.6  -5.0 999.0 999.0 99.0 99.00
2015 01 23 13 00 200  4.9 99.0  0.60 99.00 99.00 999 1017.8  -2.8 999.0 999.0  6.0 99.00
2015 01 23 21 55  20  4.5 99.0  0.60 99.00 99.00 999 9999.0  -1.1 999.0 999.0  3.0 99.00
2015 01 24 01 05 260  3.1 99.0  0.00 99.00 99.00 999 1009.4   0.0 999.0 999.0  6.0 99.00
2015 01 24 13 20  28  2.2 99.0  0.30 99.00 99.00 999 9999.0   0.6 999.0 999.0  6.0 99.00
2015 01 24 19 05 310  2.2 99.0 99.00 99.00 99.00 999 9999.0   4.4 999.0 999.0  6.0 99.00
2015 01 24 22 10  60  3.1 99.0  0.30 99.00 99.00 999 1002.3   1.7 999.0 999.0  6.0 99.00
2015 01 25 13 50 270  2.7 99.0  0.30 99.00 99.00 999 9999.0 999.0 999.0 999.0  6.0 99.00
2015 01 25 16 00  60  7.2 99.0 99.00 99.00 99.00 999 1016.5  -6.7 999.0 999.0  6.0 99.00
2015 01 25 18 45   5  4.9 99.0  0.30 99.00 99.00 999 1016.8  -6.1 999.0 999.0  6.0 99.00
2015 01 25 21 55  10  3.1 99.0  0.00 99.00 99.00 999 1018.5  -7.2 999.0 999.0  6.0 99.00
2015 01 26 01 10 320  2.2 99.0  0.30 99.00 99.00 999 1019.2 -10.6 999.0 999.0  6.0 99.00
2015 01 26 12 55 999 99.0 99.0 99.00 99.00 99.00 999 1015.8 -11.1 999.0 999.0  0.3 99.00
2015 01 26 15 50 240  3.6 99.0  0.60 99.00 99.00 999 1014.1  -5.0 999.0 999.0  6.0 99.00
2015 01 26 19 05 170  6.3 99.0  0.60 99.00 99.00 999 1012.4  -3.9 999.0 999.0  6.0 99.00
2015 01 26 22 00 140  5.4 99.0  0.60 99.00 99.00 999 1012.4  -3.3 999.0 999.0  3.0 99.00
2015 01 27 00 50 130  6.3 99.0 99.00 99.00 99.00 999 1014.1  -3.3 999.0 999.0  6.0 99.00
2015 01 27 13 05 320  1.8 99.0  0.00 99.00 99.00 999 1021.9  -5.6 999.0 999.0  6.0 99.00
2015 01 27 16 15 340  1.3 99.0 99.00 99.00 99.00 999 1022.9  -3.9 999.0 999.0  6.0 99.00
2015 01 27 18 55  60  2.7 99.0  0.30 99.00 99.00 999 1022.6  -2.8   0.0 999.0  6.0 99.00
2015 01 27 22 00 320  2.2 99.0  0.30 99.00 99.00 999 1023.9  -3.9 999.0 999.0  6.0 99.00
2015 01 28 00 50 300  1.8 99.0  0.00 99.00 99.00 999 1024.3  -8.3 999.0 999.0  6.0 99.00
2015 01 28 13 00 240  1.8 99.0  0.30 99.00 99.00 999 1024.6  -8.3 999.0 999.0  3.0 99.00
2015 01 28 16 20 210  2.2 99.0 99.00 99.00 99.00 999 1026.0  -2.8 999.0 999.0  1.0 99.00
2015 01 29 00 55 160 11.2 99.0 99.00 99.00 99.00 999 1016.1  -0.6 999.0 999.0  1.0 99.00
2015 01 29 13 00 330  4.5 99.0  0.90 99.00 99.00 999 1009.0  -1.7 999.0 999.0  6.0 99.00
2015 01 29 15 50 350  4.0 99.0  0.60 99.00 99.00 999 1012.1  -1.1 999.0 999.0  6.0 99.00
2015 01 29 18 55 350  3.6 99.0  0.30 99.00 99.00 999 1012.4   0.0 999.0 999.0  6.0 99.00
2015 01 30 00 10 360  4.5 99.0  0.00 99.00 99.00 999 1022.6  -3.3 999.0 999.0  6.0 99.00
2015 01 30 00 55 330  8.9 99.0  0.30 99.00 99.00 999 1022.6  -5.0 999.0 999.0  6.0 99.00
2015 01 30 12 55 310  1.3 99.0  0.30 99.00 99.00 999 1032.4 -12.8 999.0 999.0  6.0 99.00
2015 01 30 15 50 320  2.7 99.0  0.30 99.00 99.00 999 1033.4  -8.9 999.0 999.0  6.0 99.00
2015 01 30 18 50 310  3.6 99.0  0.30 99.00 99.00 999 1036.1  -7.2 999.0 999.0  6.0 99.00
2015 01 30 21 50 290  2.7 99.0  0.00 99.00 99.00 999 9999.0  -6.7   0.0 999.0  6.0 99.00
2015 01 31 00 50 230  1.3 99.0  0.30 99.00 99.00 999 1029.7  -7.8 999.0 999.0  6.0 99.00
2015 01 31 13 35 280  1.8 99.0  0.00 99.00 99.00 999 1022.6  -5.6 999.0 999.0  6.0 99.00
2015 01 31 15 55 310  3.6 99.0 99.00 99.00 99.00 999 1021.9  -4.4 999.0 999.0  6.0 99.00
2015 01 31 19 00 300  2.2 99.0  0.30 99.00 99.00 999 1022.2  -2.8 999.0 999.0  6.0 99.00
2015 01 31 23 05   2 99.0 99.0  0.30 99.00 99.00 999 1022.6  -2.8 999.0 999.0  3.0 99.00
2015 02 01 00 50  50  3.6 99.0  0.30 99.00 99.00 999 1024.3  -5.0 999.0 999.0  0.3 99.00
2015 02 01 12 55  60  7.6 99.0  0.00 99.00 99.00 999 1024.6  -7.8 999.0 999.0  6.0 99.00
2015 02 01 15 55 340  3.6 99.0  0.60 99.00 99.00 999 1024.6 -10.0 999.0 999.0  3.0 99.00
2015 02 01 18 55  20  6.7 99.0  0.60 99.00 99.00 999 1021.9 -11.1 999.0 999.0  3.0 99.00
2015 02 01 22 00  50  5.4 99.0  0.90 99.00 99.00 999 1021.9 -11.7 999.0 999.0  1.0 99.00
2015 02 02 01 00  30  2.7 99.0 99.00 99.00 99.00 999 1020.5 -13.3 999.0 999.0  6.0 99.00
2015 02 02 13 05 310  2.2 99.0  0.30 99.00 99.00 999 1019.2 -15.0 999.0 999.0  6.0 99.00
2015 02 02 16 00 310  6.7 99.0  0.30 99.00 99.00 999 1022.6 -12.2 999.0 999.0 99.0 99.00
2015 02 02 22 20 260  1.8 99.0 99.00 99.00 99.00 999 1022.6 -10.0 999.0 999.0  6.0 99.00
2015 02 03 01 05 310  1.3 99.0  0.30 99.00 99.00 999 1019.2  -9.4 999.0 999.0  0.5 99.00
2015 02 03 12 55 290  2.2 99.0 99.00 99.00 99.00 999 1018.8 -13.9 999.0 999.0  3.0 99.00
2015 02 03 16 05 310  4.5 99.0 99.00 99.00 99.00 999 1019.2 -10.0 999.0 999.0  6.0 99.00
2015 02 03 18 50 250  2.7 99.0  0.30 99.00 99.00 999 1019.2  -7.2 999.0 999.0  6.0 99.00
2015 02 03 22 20 220  2.2 99.0  0.30 99.00 99.00 999 1016.1 999.0 999.0 999.0  6.0 99.00
2015 02 04 00 55  30  1.3 99.0  0.00 99.00 99.00 999 1017.2  -8.9 999.0 999.0  0.3 99.00
2015 02 04 13 30 330  2.2 99.0  0.30 99.00 99.00 999 1017.5 -10.6 999.0 999.0  6.0 99.00
2015 02 04 15 50 320  4.5 99.0  0.30 99.00 99.00 999 1019.9  -8.3 999.0 999.0  3.0 99.00
2015 02 04 22 00 340  4.9 99.0 99.00 99.00 99.00 999 1021.9  -9.4 999.0 999.0  6.0 99.00
2015 02 05 01 05 360  4.9 99.0  0.30 99.00 99.00 999 1025.6 -12.8 999.0 999.0  6.0 99.00
2015 02 05 12 55 250  1.8 99.0  0.00 99.00 99.00 999 1029.7 -19.4 999.0 999.0  6.0 99.00
2015 02 05 15 50 190  2.7 99.0  0.00 99.00 99.00 999 1029.3 -13.9 999.0 999.0  6.0 99.00
2015 02 05 18 50 210  6.7 99.0  0.30 99.00 99.00 999 1026.0 -11.7 999.0 999.0  6.0 99.00
2015 02 05 21 50 200  8.0 99.0  0.30 99.00 99.00 999 1022.6 -10.0 999.0 999.0  3.0 99.00
2015 02 06 00 50 230  4.5 99.0  0.30 99.00 99.00 999 1019.2 -10.6 999.0 999.0  3.0 99.00
2015 02 06 13 06 290  3.6 99.0  0.30 99.00 99.00 999 1019.2 -10.6 999.0 999.0  6.0 99.00
2015 02 06 16 50 295  4.0 99.0 99.00 99.00 99.00 999 1019.2  -6.1 999.0 999.0  3.0 99.00
2015 02 06 18 50   2  0.0 99.0  0.00 99.00 99.00 999 1034.4  -3.9 999.0 999.0  6.0 99.00
2015 02 06 21 50 190  2.2 99.0 99.00 99.00 99.00 999 1016.5  -3.9 999.0 999.0  6.0 99.00
2015 02 07 00 45  11  0.9 99.0  0.30 99.00 99.00 999 1029.3  -3.9 999.0 999.0  1.0 99.00
2015 02 07 13 15 330  1.8 99.0  0.30 99.00 99.00 999 1022.6  -4.4 999.0 999.0  6.0 99.00
2015 02 07 16 00   7  6.7 99.0  0.30 99.00 99.00 999 1022.6  -1.1 999.0 999.0  6.0 99.00
2015 02 07 18 50 170  3.6 99.0  0.60 99.00 99.00 999 1009.0   0.0 999.0 999.0  6.0 99.00
2015 02 07 21 55  60  3.6 99.0  0.30 99.00 99.00 999 1007.3  -0.6 999.0 999.0  6.0 99.00
2015 02 08 13 15  10  4.9 99.0  0.30 99.00 99.00 999 1004.3  -2.8 999.0 999.0  6.0 99.00
2015 02 08 15 55  20  6.7 99.0  0.30 99.00 99.00 999 1011.1  -5.6 999.0 999.0  6.0 99.00
2015 02 08 19 15  10  4.5 99.0  0.60 99.00 99.00 999 1005.6  -6.7 999.0 999.0  6.0 99.00
2015 02 08 21 55   3  3.1 99.0  0.60 99.00 99.00 999 1015.8  -8.9 999.0 999.0  6.0 99.00
2015 02 09 01 00   1  4.0 99.0  0.30 99.00 99.00 999 1019.2  -8.9 999.0 999.0  3.0 99.00
2015 02 09 13 00 310  4.5 99.0 99.00 99.00 99.00 999 1024.3 -12.8 999.0 999.0  3.0 99.00
2015 02 09 18 45 320  3.1 99.0  0.00 99.00 99.00 999 1025.3  -6.7 999.0 999.0  6.0 99.00
2015 02 09 21 50  50  2.2 99.0  0.30 99.00 99.00 999 1024.3  -5.6 999.0 999.0  6.0 99.00
2015 02 10 00 45 310  2.2 99.0  0.30 99.00 99.00 999 1026.0  -9.4 999.0 999.0  3.0 99.00
2015 02 10 12 50 310  2.2 99.0  0.30 99.00 99.00 999 1025.6  -8.3 999.0 999.0  6.0 99.00
2015 02 10 16 00 330  1.3 99.0  0.30 99.00 99.00 999 1026.0  -4.4 999.0 999.0  6.0 99.00
2015 02 10 18 45  70  2.2 99.0  0.00 99.00 99.00 999 1024.6  -3.3 999.0 999.0  6.0 99.00
2015 02 10 22 00 150  4.5 99.0 99.00 99.00 99.00 999 1021.9  -2.8 999.0 999.0  6.0 99.00
2015 02 11 00 35 150  7.6 99.0  0.30 99.00 99.00 999 1019.2  -2.8 999.0 999.0  3.0 99.00
2015 02 11 12 55 300  4.0 99.0  0.30 99.00 99.00 999 1012.4  -2.8 999.0 999.0  6.0 99.00
2015 02 11 15 55 290  5.4 99.0 99.00 99.00 99.00 999 1012.4  -2.8 999.0 999.0  1.0 99.00
2015 02 11 19 00 300  4.5 99.0  0.30 99.00 99.00 999 1012.4  -0.6 999.0 999.0  6.0 99.00
2015 02 12 00 55 334  6.7 99.0  0.30 99.00 99.00 999 1022.6  -8.3 999.0 999.0  3.0 99.00
2015 02 13 15 55 200  4.5 99.0  0.30 99.00 99.00 999 1019.2 -11.7 999.0 999.0  3.0 99.00
2015 02 13 18 55 230  4.5 99.0  0.30 99.00 99.00 999 1015.8 -11.1 999.0 999.0  1.0 99.00
2015 02 13 21 55 290  3.6 99.0  0.60 99.00 99.00 999 1012.4  -8.9 999.0 999.0  0.5 99.00
2015 02 14 01 05 230  2.2 99.0  0.30 99.00 99.00 999 1012.4  -8.9 999.0 999.0  6.0 99.00
2015 02 14 13 05 360  4.5 99.0  0.30 99.00 99.00 999 1014.1 -15.6 999.0 999.0  6.0 99.00
2015 02 14 16 10 310  7.6 99.0  0.30 99.00 99.00 999 1018.8 -15.6 999.0 999.0  6.0 99.00
2015 02 14 18 50 330  5.4 99.0  0.00 99.00 99.00 999 1021.2 -14.4 999.0 999.0  6.0 99.00
2015 02 14 22 15 320  4.5 99.0 99.00 99.00 99.00 999 1022.6 -16.1 999.0 999.0  6.0 99.00
2015 02 15 01 00 320  5.4 99.0  0.30 99.00 99.00 999 1029.3 -18.3 999.0 999.0  3.0 99.00
2015 02 15 13 05 300  2.7 99.0  0.30 99.00 99.00 999 1036.1 -22.2 999.0 999.0  0.5 99.00
2015 02 16 13 00 310  3.1 99.0  0.00 99.00 99.00 999 1024.9 -13.3 999.0 999.0  6.0 99.00
2015 02 16 16 35 300  2.2 99.0  0.30 99.00 99.00 999 1022.6  -9.4 999.0 999.0  6.0 99.00
2015 02 16 19 05 230  2.2 99.0  0.30 99.00 99.00 999 9999.0  -7.8 999.0 999.0  6.0 99.00
2015 02 16 21 45 220  2.2 99.0  0.00 99.00 99.00 999 1017.2  -8.3 999.0 999.0  6.0 99.00
2015 02 17 01 00 260  2.2 99.0  0.60 99.00 99.00 999 1016.1  -9.4 999.0 999.0  0.3 99.00
2015 02 17 16 00 310  4.5 99.0 99.00 99.00 99.00 999 1009.0 -11.7 999.0 999.0  6.0 99.00
2015 02 17 18 50 320  4.5 99.0  0.30 99.00 99.00 999 1022.6 -10.6 999.0 999.0  6.0 99.00
2015 02 17 23 25  28  2.2 99.0  0.30 99.00 99.00 999 1010.0 -11.7 999.0 999.0  6.0 99.00
2015 02 18 00 50  28  2.2 99.0  0.30 99.00 99.00 999 1010.0 -12.2 999.0 999.0  1.0 99.00
2015 02 18 12 50 310  5.4 99.0  0.30 99.00 99.00 999 1012.1 -17.8 999.0 999.0  3.0 99.00
2015 02 18 16 05 310  6.3 99.0  0.30 99.00 99.00 999 1013.4 -16.1 999.0 999.0  6.0 99.00
2015 02 18 18 55 300  6.7 99.0  0.00 99.00 99.00 999 1014.4 -14.4 999.0 999.0  6.0 99.00
2015 02 18 21 50 310  5.8 99.0  0.30 99.00 99.00 999 1016.8 -16.1 999.0 999.0  6.0 99.00
2015 02 19 00 55 340  4.5 99.0  0.30 99.00 99.00 999 1019.2 -18.9 999.0 999.0  3.0 99.00
2015 02 19 12 55 300  2.2 99.0  0.30 99.00 99.00 999 1024.9 -24.4 999.0 999.0  3.0 99.00
2015 02 19 18 55 310  4.0 99.0  0.30 99.00 99.00 999 1026.6 -17.2 999.0 999.0  1.0 99.00
2015 02 19 22 10 310  1.8 99.0  0.00 99.00 99.00 999 1026.3 -16.7 999.0 999.0  6.0 99.00
2015 02 20 01 00 300  1.3 99.0 99.00 99.00 99.00 999 1026.0 -21.1 999.0 999.0  6.0 99.00
2015 02 20 12 50 260  4.5 99.0  0.30 99.00 99.00 999 1022.6 -19.4 999.0 999.0  3.0 99.00
2015 02 20 16 10 210  6.7 99.0 99.00 99.00 99.00 999 1019.2 -13.9 999.0 999.0  3.0 99.00
2015 02 20 19 00 270  4.0 99.0  0.30 99.00 99.00 999 1022.6 -10.6 999.0 999.0  6.0 99.00
2015 02 20 21 55 210  4.0 99.0  0.60 99.00 99.00 999 1015.5 -10.0 999.0 999.0  6.0 99.00
2015 02 21 00 35  22  4.0 99.0  0.30 99.00 99.00 999 1013.1  -9.4 999.0 999.0  1.0 99.00
2015 02 21 13 15 320  2.2 99.0  0.30 99.00 99.00 999 9999.0  -9.4 999.0 999.0  6.0 99.00
2015 02 21 16 00 310  2.2 99.0  0.30 99.00 99.00 999 9999.0  -6.1 999.0 999.0  6.0 99.00
2015 02 21 18 55 340  4.5 99.0  0.30 99.00 99.00 999 1015.5  -3.3 999.0 999.0  6.0 99.00
2015 02 21 21 55  12  1.8 99.0  0.30 99.00 99.00 999 1015.8  -4.4 999.0 999.0  6.0 99.00
2015 02 22 01 15 320  1.3 99.0  0.30 99.00 99.00 999 1018.5  -5.6 999.0 999.0  6.0 99.00
2015 02 22 13 20 310  4.0 99.0  0.00 99.00 99.00 999 1026.3 999.0 999.0 999.0  6.0 99.00
2015 02 22 16 15 330  0.9 99.0  0.00 99.00 99.00 999 1030.4 -13.3 999.0 999.0  6.0 99.00
2015 02 22 19 00 310  4.5 99.0  0.00 99.00 99.00 999 1031.4 -13.3 999.0 999.0  6.0 99.00
2015 02 22 23 30 330  2.2 99.0 99.00 99.00 99.00 999 9999.0 -14.4 999.0 999.0  3.0 99.00
2015 02 23 13 30  28  2.2 99.0  0.30 99.00 99.00 999 9999.0 999.0 999.0 999.0  6.0 99.00
2015 02 23 16 55 240  2.7 99.0 99.00 99.00 99.00 999 1036.5 -17.8 999.0 999.0  6.0 99.00
2015 02 23 19 00 230  6.3 99.0 99.00 99.00 99.00 999 1033.1 -15.6 999.0 999.0  6.0 99.00
2015 02 24 00 55 230  3.1 99.0  0.30 99.00 99.00 999 1024.3 -15.6 999.0 999.0  6.0 99.00
2015 02 24 12 55 220  5.8 99.0  0.60 99.00 99.00 999 1003.6 -10.0 999.0 999.0  6.0 99.00
2015 02 24 16 05 210  4.5 99.0  0.30 99.00 99.00 999 1000.6  -6.1 999.0 999.0  6.0 99.00
2015 02 24 18 50 265  4.5 99.0  0.90 99.00 99.00 999  998.9  -1.7 999.0 999.0  6.0 99.00
2015 02 24 21 50 300  5.4 99.0  0.60 99.00 99.00 999  997.9   1.1 999.0 999.0  6.0 99.00
2015 02 25 01 30 340  8.9 99.0  0.30 99.00 99.00 999 1005.6  -8.9 999.0 999.0  3.0 99.00
2015 02 25 13 01  30  0.9 99.0  0.00 99.00 99.00 999 1015.8 -21.7 999.0 999.0  3.0 99.00
2015 02 25 16 10 290  4.5 99.0 99.00 99.00 99.00 999 1015.8 -13.9 999.0 999.0  1.0 99.00
2015 02 25 19 00  31  2.2 99.0  0.30 99.00 99.00 999 1016.8 -12.2 999.0 999.0  6.0 99.00
